fileName	randomFlag	blindingFlag	sampleFlag
3491280069\Han-2015-Human Urinary Kallid	TRUE	TRUE	FALSE
3493638616\Son-2015-Activation of the ph	TRUE	TRUE	FALSE
3498310361\Formisano-2015-Sp3_REST_HDAC1_HDAC2	FALSE	FALSE	FALSE
3498403072\Gotanda-2014-Efficient transducti	FALSE	FALSE	FALSE
3500615572\Pei-2012-Primary study for th	TRUE	FALSE	FALSE
3512271681\Choi-2015-Role of neuronal NAD	TRUE	TRUE	FALSE
3514325341\Sun-2014-Morroniside improves	TRUE	TRUE	FALSE
3515862574\Lv-2015-Salvianolic acid B a	TRUE	TRUE	FALSE
3529550675\Tan-2015-Bryostatin extends t	FALSE	TRUE	FALSE
3534401353\Mao-2014-Endogenous endotheli	TRUE	TRUE	FALSE
3537384480\Akamatsu-2015-Impaired leptomening	TRUE	TRUE	FALSE
3538791141\Gao-2015-Totarol prevents neu	TRUE	TRUE	FALSE
3552750794\Wang-2015-The Zinc Ion Chelati	TRUE	FALSE	FALSE
3553104557\Lu-2014-Erythromycin pretrea	TRUE	TRUE	FALSE
3555868333\Zhang-2014-Down-regulation of M	TRUE	FALSE	FALSE
3565897696\Schleicher-2016-Sonothrombolysis wit	TRUE	TRUE	FALSE
3579705885\Diaz-Ruiz-2014-Metallothionein-II i	TRUE	TRUE	FALSE
3582612090\Fang-2015-Neuroprotective effe	TRUE	TRUE	FALSE
3604160034\Mehta-2015-Sur1-Trpm4 Cation Ch	TRUE	TRUE	FALSE
3608358909\Shen-2014-Buyang Huanwu decoct	TRUE	TRUE	FALSE
3620612612\Wang-2015-Intraperitoneal admi	TRUE	TRUE	FALSE
3626444489\Murray-2014-Systemic inflammatio	TRUE	TRUE	FALSE
3627915297\Hwang-2015-Improving Cerebral B	TRUE	TRUE	FALSE
3638351574\Zhang-2015-Inhibition of myosin	TRUE	TRUE	FALSE
3647130497\Zhou-2014-N2 ameliorates neura	TRUE	TRUE	FALSE
3649668335\Ventura-2015-Molecular adaptation	TRUE	TRUE	FALSE
3652733582\Greco-2014-Neuroprotection by t	TRUE	FALSE	FALSE
3661779546\Durand-2014-Effects of a TAFI-in	TRUE	TRUE	TRUE
3668410461\Remus-2015-Progesterone protect	TRUE	FALSE	FALSE
3676800800\Liang-2015-Nicotinamide Mononuc	FALSE	FALSE	FALSE
3682613038\Zheng-2015-Effects of Chronic A	TRUE	FALSE	FALSE
3682679384\Cekanaviciute-2014-Astrocytic transform	FALSE	TRUE	FALSE
3685772868\Rowe-2014-Leukemia inhibitor f	TRUE	TRUE	FALSE
3686923468\Igarashi-2014-Pathophysiological r	FALSE	TRUE	FALSE
3696984953\Yuan-2015-Scutellarin regulate	TRUE	FALSE	FALSE
3703702073\Poinsatte-2015-Quantification of ne	TRUE	TRUE	FALSE
3704893701\Fanaei-2014-Testosterone enhance	TRUE	TRUE	FALSE
3720657629\Luo-2014-Physical exercise re	TRUE	TRUE	FALSE
3720944826\Chen-2014-A critical role for	TRUE	TRUE	FALSE
3741438874\Chen-2014-Yonkenafil_ a novel	TRUE	TRUE	FALSE
3756189529\Lok-2015-Intravenous immunogl	FALSE	FALSE	FALSE
3762228465\Chen-2015-Sevoflurane precondi	TRUE	TRUE	FALSE
3768176595\Ingberg-2015-Elevated body swing	TRUE	FALSE	FALSE
3769173270\Sato-2014-Telmisartan reduces	TRUE	FALSE	FALSE
3769712004\Yang-2015-Over-expressed EGR1	FALSE	TRUE	FALSE
3787567092\Karlupia-2014-Intraarterial transp	TRUE	FALSE	FALSE
3799676667\Tsai-2015-Acidic FGF promotes	FALSE	TRUE	FALSE
3808071812\Zuo-2014-Mitochondria autopha	TRUE	TRUE	FALSE
3816571928\Fu-2014-Calycosin-7-O-beta-D	FALSE	FALSE	FALSE
3818751543\Su-2014-Autophagy activation	TRUE	TRUE	FALSE
3823013770\Tanaka-2012-2-decenoic acid ethy	FALSE	TRUE	FALSE
3823221890\Palencia-2015-Anti-apoptotic, anti	FALSE	FALSE	FALSE
3825173383\Chen-2016-Memantine mediates n	TRUE	TRUE	FALSE
3827974459\Kalaivani-2014-Alteration in bioene	FALSE	TRUE	FALSE
3828152612\Murtha-2014-Short-duration hypot	TRUE	TRUE	FALSE
3829716506\Gautier-2014-Impact of the neutro	TRUE	TRUE	FALSE
3832845839\Pei-2013-Bone morphogenetic p	TRUE	TRUE	FALSE
3835736849\Wang-2013-NOX2 deficiency amel	FALSE	FALSE	FALSE
3838830597\Linden-2015-Focal cerebral ische	FALSE	FALSE	FALSE
3843258371\Amantea-2014-Early reperfusion in	TRUE	TRUE	FALSE
3846461477\Liang-2015-Normobaric hyperoxia	TRUE	TRUE	FALSE
3848443656\Hafez-2016-Matrix Metalloprotea	TRUE	TRUE	FALSE
3859014031\Johansen-2014-Drug-induced hypothe	TRUE	TRUE	TRUE
3859449774\Yamazaki-2015-Relationship between	FALSE	FALSE	FALSE
3860416869\Gaignard-2016-Progesterone reduces	TRUE	TRUE	FALSE
3870258891\Cai-2015-Novel microcatheter-	FALSE	FALSE	FALSE
3872702242\Wang-2015-Exercise preconditio	TRUE	FALSE	FALSE
3874726337\Eidizadeh-2015-Assessment of the Th	TRUE	TRUE	TRUE
3879019313\Wang-2014-Simultaneous determi	FALSE	FALSE	FALSE
3882646444\Tanaka-2014-Developmental expres	TRUE	FALSE	FALSE
3882777546\Hwang-2015-Reducing effect of I	FALSE	TRUE	FALSE
3883328120\Bracko-2014-3-Nitropropionic aci	TRUE	FALSE	FALSE
3887380543\Zhou-2015-Protection of erythr	TRUE	TRUE	FALSE
3888498507\Miyagi-2015-Pancreatic Changes i	FALSE	FALSE	FALSE
3892159195\McCarthy-2014-Direct angiotensin A	TRUE	TRUE	FALSE
3900813769\Yen-2016-Andrographolide stim	FALSE	TRUE	FALSE
3905383036\Liu-2014-1,5-Diaminonaphthale	FALSE	FALSE	FALSE
3906559253\Yamazaki-2014-Sodium-glucose trans	TRUE	TRUE	FALSE
3907257715\Ishrat-2015-Low-dose candesartan	TRUE	TRUE	FALSE
3910687599\Moon-2015-Exogenous S1P Exposu	FALSE	FALSE	FALSE
3912009348\McCarthy-2015-PcTx1 affords neurop	TRUE	TRUE	FALSE
3918270790\Li-2016-Intraventricular inf	TRUE	FALSE	FALSE
3919324576\Li-2014-miR-376b-5p regulate	FALSE	FALSE	FALSE
3920703968\Tao-2015-MiR-207_352 regulate	TRUE	TRUE	FALSE
3920805743\Kassis-2014-Histone deacetylase	FALSE	FALSE	FALSE
3923990674\Jaenisch-2014-Pro-apoptotic functi	FALSE	FALSE	FALSE
3941172961\Cheng-2014-Optogenetic neuronal	TRUE	TRUE	FALSE
3941316952\Wong-2014-Evaluating the trans	TRUE	TRUE	TRUE
3945800902\Ito-2015-Enhanced post-ischem	TRUE	FALSE	FALSE
3952941548\Doyle-2015-B-lymphocyte-mediate	TRUE	TRUE	FALSE
3959267513\Sadana-2015-Anti-edema action of	FALSE	TRUE	FALSE
3959579046\Mirzoyan-2014-Cerebrovascular and	FALSE	FALSE	FALSE
3961814291\Venna-2014-Chronic metformin tr	TRUE	TRUE	FALSE
3970190543\Makihara-2015-Involvement of plate	TRUE	FALSE	FALSE
3970287529\Reuter-2014-Thrombolysis in expe	TRUE	TRUE	FALSE
3972771329\Notturno-2014-Neuroprotective effe	FALSE	FALSE	FALSE
3973906408\Lee-2015-Effect of a Selectiv	TRUE	TRUE	FALSE
3975025215\Akman-2015-The Neuroprotective	TRUE	TRUE	FALSE
3975172729\Chen-2014-Effect of HMGB1 on t	FALSE	FALSE	FALSE
3975742431\Zhu-2015-Preclinical evaluati	TRUE	TRUE	FALSE
3982058409\Onetti-2015-Middle cerebral arte	TRUE	TRUE	FALSE
3989353825\Li-2015-Curcumin attenuates	FALSE	FALSE	FALSE
3993670184\Liao-2015-Naotaifang extract t	TRUE	FALSE	FALSE
4004613510\Gao-2014-Treadmill exercise p	TRUE	FALSE	FALSE
4005057054\Zhao-2014-Pinocembrin protects	TRUE	TRUE	FALSE
4007108340\Lin-2015-Methylophiopogonanon	TRUE	TRUE	FALSE
4027822364\Devanathan-2015-Platelet Gi protein	FALSE	TRUE	FALSE
4028797527\Li-2015-A novel snake venom-	TRUE	TRUE	FALSE
4037738284\Guo-2014-Three-dimensional sp	TRUE	TRUE	FALSE
4038214729\Zhu-2014-Neuroprotective effe	TRUE	TRUE	FALSE
4039336390\Zhang-2010-The effect of treadm	TRUE	FALSE	FALSE
4045969051\Liu-2014-Adjudin protects aga	TRUE	TRUE	FALSE
4047623535\Yan-2015-Tetramethylpyrazine	TRUE	FALSE	FALSE
4054313823\Wu-2015-Modeling early-onset	FALSE	TRUE	FALSE
4058162194\Guan-2015-Neuregulin 1 protect	FALSE	TRUE	FALSE
4059283295\Hori-2014-PACAP38 differential	TRUE	FALSE	FALSE
4061791291\Lin-2015-Docosahexaenoic acid	TRUE	TRUE	FALSE
4062736205\Pal-2014-Induction of transfo	FALSE	FALSE	FALSE
4066324039\Iwata-2014-Orally administrated	TRUE	TRUE	FALSE
4068907665\Hong-2014-Docosahexaenoic acid	FALSE	TRUE	FALSE
4071641597\Maud-2014-Evidence for the use	TRUE	TRUE	FALSE
4071740845\Nardai-2016-Delayed Gelatinase I	TRUE	FALSE	FALSE
4072923284\Ahnstedt-2015-U0126 attenuates cer	TRUE	TRUE	FALSE
4073993672\Zhu-2014-Human umbilical cord	TRUE	TRUE	FALSE
4076018874\Han-2015-Hydrogen-rich water	TRUE	TRUE	FALSE
4077394178\Ding-2015-Posttreatment with 1	TRUE	TRUE	FALSE
4083017124\Ritzel-2016-Age-Associated Resid	TRUE	TRUE	FALSE
4084151330\Wang-2014-[(18)F]DPA-714 PET i	FALSE	FALSE	FALSE
4085096429\Garcia-Bonilla-2015-Endothelial CD36 Con	TRUE	TRUE	FALSE
4101832367\Fluri-2015-Fullerenols and gluc	FALSE	TRUE	FALSE
4106682189\Wyseure-2015-Innovative thromboly	TRUE	TRUE	FALSE
4111617948\Deng-2015-Alphalipoic acid pro	TRUE	TRUE	FALSE
4123576529\Li-2016-Reduced Nicotinamide	TRUE	TRUE	FALSE
4123647916\Song-2015-Glutathione suppress	FALSE	FALSE	FALSE
4125780791\Deng-2015-Trans-sodium croceti	TRUE	TRUE	FALSE
4130020851\Ronca-2015-A selective cannabin	TRUE	TRUE	FALSE
4131198439\Lee-2015-Protective Effects o	FALSE	TRUE	FALSE
4132089610\Doll-2015-Mitochondrial crisis	TRUE	TRUE	FALSE
4138060626\Yan-2015-Characterization of	TRUE	TRUE	FALSE
4141878311\Iwata-2015-Effects of Etanercep	TRUE	TRUE	FALSE
4145999186\Song-2014-Protection effect of	TRUE	FALSE	FALSE
4153423131\Na-2015-Amplification of reg	TRUE	TRUE	TRUE
4157498671\Lv-2015-Hydroxysafflor yello	TRUE	FALSE	FALSE
4160233244\Wu-2015-Protease Omi cleavin	FALSE	FALSE	FALSE
4161436213\Grell-2014-Regulatory mechanism	FALSE	FALSE	FALSE
4161726922\Wu-2015-Electroacupuncture p	TRUE	TRUE	FALSE
4173245594\Ejaz-2016-Normobaric hyperoxia	TRUE	TRUE	FALSE
4173570421\Yasuda-2014-Neuroprotective effe	TRUE	TRUE	FALSE
4175078325\Tang-2014-Mesenchymal stem cel	TRUE	FALSE	FALSE
4199100366\Xin-2013-MiR-133b promotes ne	TRUE	FALSE	FALSE
4199684761\Xie-2015-Neuroprotective effe	TRUE	TRUE	FALSE
4203152631\Modi-2014-Protective mechanism	FALSE	FALSE	FALSE
4203269570\Yang-2015-Chronic oleoylethano	FALSE	TRUE	FALSE
4204420216\Kuric-2014-Reduction of rat bra	TRUE	TRUE	FALSE
4205715071\Liu-2014-Metformin attenuates	FALSE	TRUE	FALSE
4208331083\Yaidikar-2014-Neuroprotective effe	TRUE	TRUE	FALSE
4219401722\Yu-2015-Activation of autoph	TRUE	TRUE	FALSE
4223167740\Qi-2015-Bcl-2 phosphorylatio	TRUE	FALSE	FALSE
4224420475\Rutkai-2014-Sustained mitochondr	TRUE	TRUE	FALSE
4225763501\Chen-2015-A novel mouse model	TRUE	TRUE	FALSE
4226476864\Pang-2015-Fastigial nucleus st	TRUE	TRUE	FALSE
4226781189\Danielisova-2014-Bradykinin postcondi	TRUE	TRUE	FALSE
4232269553\Harada-2014-Hepatic branch vagus	FALSE	FALSE	FALSE
4237434855\Wang-2014-Protective effect of	TRUE	FALSE	FALSE
4237713159\Cuomo-2016-Sumoylation of LYS59	TRUE	TRUE	FALSE
4240449806\Kuang-2014-Ligustilide ameliora	FALSE	TRUE	FALSE
4245522052\Hoffmann-2015-Comparative analysis	FALSE	TRUE	FALSE
4248992933\Qi-2014-AKT-related autophag	TRUE	TRUE	FALSE
4249386930\Wang-2015-Dissecting Xuesaiton	TRUE	FALSE	FALSE
4249464509\Yemisci-2015-Systemically adminis	TRUE	TRUE	FALSE
4251577884\Connell-2014-UPEI-300, a conjugat	FALSE	TRUE	FALSE
4255824402\Salmeron-2016-IL-1alpha induces an	FALSE	FALSE	FALSE
4258355939\Koh-2015-Ferulic acid attenua	TRUE	FALSE	FALSE
4259662977\Li-2015-Vinexin-beta deficie	TRUE	FALSE	FALSE
4265650246\Dong-2014-Aging causes exacerb	TRUE	FALSE	FALSE
4268756132\Han-2015-Rosiglitazone Promot	TRUE	TRUE	FALSE
4270245800\Chapman-2015-Inflammation without	TRUE	TRUE	FALSE
4270848589\Oh-2015-Early neuroprotectiv	TRUE	TRUE	FALSE
4271932014\Baskerville-2016-The influence of gen	TRUE	TRUE	FALSE
4280291654\Jiang-2014-Acute metformin prec	TRUE	TRUE	FALSE
4281616538\Bleilevens-2015-Insular infarct size	TRUE	TRUE	FALSE
4281656272\Martin-2015-In vivo PET imaging	FALSE	TRUE	FALSE
4287152873\Zhang-2014-Glycyrrhizin protect	TRUE	TRUE	FALSE
4290363949\Jia-2016-Sex- and isoform-spe	FALSE	FALSE	FALSE
4292135604\Desilles-2015-Alteplase Reduces Do	TRUE	TRUE	FALSE
4292219410\Zhu-2015-Recombinant T-cell r	TRUE	TRUE	FALSE
