Study Id,Title,Abstract,Year,Reference Type,Journal,First Author,Author Address,Inclusion Status,ScreeningInfo.Inclusion
e97a5322-7788-4f5d-a0c3-78c57735449a,Temporal pattern of Toll-like receptor 9 upregulation in neurons and glial cells following cerebral ischemia reperfusion in mice,"PURPOSE: The family of Toll-like receptors (TLRs) has recently been reported to play a role in ischemic injury, but the time course and cell types of the post-stroke TLR9 upregulation remain unclear. In this study, we investigated the dynamic changes of TLR9 expression and the expression of TLR9 in neurons and glial cells after cerebral ischemia reperfusion in mice. METHODS: Focal cerebral ischemia was induced by middle cerebral artery occlusion for 90 min in male C57BL/6 mice. The TLR9 expression levels in the tissue surrounding the infarct were detected by Western Blot at 6 h, 3 d, 7 d, 14 d, 21 d, and 28 d after reperfusion. The expression of TLR9 in neurons and glial cells was observed by immunofluorescence staining. RESULTS: The expression of TLR9 protein first increased and then decreased, with the peak observed at 14 d-21 d. Only small punctate intracellular TLR9 was occasionally observed in the neurons at each time point, and the TLR9-positive rate showed no difference at different time points. By contrast, the activated microglia gathered at the margin of the infarct, and the intracellular TLR9 changed from scattered small punctate to coarse and lumpy. The TLR9-positive rate of microglia was first increased and then decreased with time, with the peak observed at 3 d. No positive TLR9 staining was found in the astrocytes and oligodendrocytes. CONCLUSIONS: TLR9 expression showed dynamic changes for a long period of time and microglias were the main brain cells to express TLR9 after cerebral ischemia and reperfusion.",2016,Journal Article,Int J Neurosci,Y. Ji,"a Department of Neurology, Sun Yat-Sen Memorial Hospital , Sun Yat-Sen University , Guangzhou , China.",Excluded,0
e9bc88e1-5b03-4132-b040-558ae03e5ae9,Mutation of FOXC1 and PITX2 induces cerebral small-vessel disease,"Patients with cerebral small-vessel disease (CSVD) exhibit perturbed end-artery function and have an increased risk for stroke and age-related cognitive decline. Here, we used targeted genome-wide association (GWA) analysis and defined a CSVD locus adjacent to the forkhead transcription factor FOXC1. Moreover, we determined that the linked SNPs influence FOXC1 transcript levels and demonstrated that patients as young as 1 year of age with altered FOXC1 function exhibit CSVD. MRI analysis of patients with missense and nonsense mutations as well as FOXC1-encompassing segmental duplication and deletion revealed white matter hyperintensities, dilated perivascular spaces, and lacunar infarction. In a zebrafish model, overexpression or morpholino-induced suppression of foxc1 induced cerebral hemorrhage. Inhibition of foxc1 perturbed platelet-derived growth factor (Pdgf) signaling, impairing neural crest migration and the recruitment of mural cells, which are essential for vascular stability. GWA analysis also linked the FOXC1-interacting transcription factor PITX2 to CSVD, and both patients with PITX2 mutations and murine Pitx2-/- mutants displayed brain vascular phenotypes. Together, these results extend the genetic etiology of stroke and demonstrate an increasing developmental basis for human cerebrovascular disease.",2014,Journal Article,J Clin Invest,C. R. French,,Excluded,1
ea5e32cf-5bf0-4712-a132-07b3a4890152,Cerebral small vessel disease: insights and opportunities from mouse models of collagen IV-related small vessel disease and cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy,,2014,Journal Article,Stroke,A. Joutel,"From INSERM, U1161 and Univ Paris Diderot, Sorbonne Paris Cite, UMRS 1161, Paris, France (A.J.); and Departments of Internal Medicine and Pharmacology, Francois M. Abboud Cardiovascular Center, University of Iowa College of Medicine, Iowa City Veterans Affairs Healthcare System, Iowa City, IA (F.M.F.).",Excluded,0
eaddccd3-45ce-4bc6-8671-8451f1a6e802,Pathological effects of obstructive apneas during the sleep cycle in an animal model of cerebral small vessel disease,"We tested the hypothesis that apneas during the sleep cycle exacerbate hypertension and accelerate changes that occur with cerebral small vessel disease. Obstructive sleep apnea was modeled by intermittent inflations of a chronically implanted tracheal balloon to occlude the airway during the sleep cycle (termed OSA) in spontaneously hypertensive stroke-prone (SHRSP) rats, a model of cerebral small vessel disease. SHRSP rats and their parent strain, Wistar Kyoto (WKY) rats, were exposed to OSA for 2 weeks (from 9 to 11 or from 18 to 20 weeks). At 9 weeks, hypertension was developing in the SHRSP rats and was firmly established by 18 weeks. OSA exposure increased systolic blood pressure in SHRSP rats by approximately 30 mm Hg in both age groups compared with shams that were surgically prepared but not exposed to OSA (P<0.05). OSA exposure also increased systolic blood pressure in WKY rats by 20 and 37 mm Hg at 11 and 20 weeks, respectively (P<0.05). OSA exposure in SHRSP rats compromised blood-brain barrier integrity in white matter at both 11 and 20 weeks of age when compared with SHRSP sham rats (P<0.05). Microglia were activated in SHRSP rats exposed to OSA but not in sham rats at 11 weeks (P<0.05). At 20 weeks, microglia were activated in sham SHRSP rats (P<0.05) compared with WKY sham rats and were not further activated by OSA. Neither was blood-brain barrier integrity altered nor microglia activated in any of the WKY groups. We conclude that OSA accelerates the onset of the cerebral pathologies associated with cerebral small vessel disease in SHRSP, but not WKY, rats.",2015,Journal Article,Hypertension,E. E. Lloyd,"From the Departments of Anesthesiology (E.E.L., D.J.D., R.M.B.), Molecular Physiology and Biophysics (R.M.B.), Medicine (Cardiovascular Section) (R.M.B.), and Neurology (S.R.M.), Baylor College of Medicine, Houston, TX; and Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX (S.R.M.).
From the Departments of Anesthesiology (E.E.L., D.J.D., R.M.B.), Molecular Physiology and Biophysics (R.M.B.), Medicine (Cardiovascular Section) (R.M.B.), and Neurology (S.R.M.), Baylor College of Medicine, Houston, TX; and Michael E. DeBakey Veterans Affairs Medical Center, Houston, TX (S.R.M.). rbryan@bcm.edu.",Excluded,1
eae50a89-8f13-4e5b-bf64-11292913eb7b,Impact of microRNA-134 on neural cell survival against ischemic injury in primary cultured neuronal cells and mouse brain with ischemic stroke by targeting HSPA12B,"As a newly discovered member of the HSP70 family, heat shock protein A12B (HSPA12B) is involved in brain ischemic injury. According to our previous study, microRNA-134 (miR-134) could target HSPA12B by binding to its 3'-untranslated region (UTR). However, the regulation of miR-134 on HSPA12B and their role in protecting neuronal cells from ischemic injury are unclear. In this study, the miR-134 expression level was manipulated, and the HSPA12B protein levels were also determined in oxygen-glucose deprivation (OGD)-treated primary cultured neuronal cells in vitro and mouse brain after middle cerebral artery occlusion (MCAO)-induced ischemic stroke in vivo. The results showed that miR-134 expression levels increased in primary cultured neuronal cells and mouse brain from 12h to 7 day reoxygenation/reperfusion after 1h OGD or 1h MCAO treatment. miR-134 overexpression promoted neuronal cell death and apoptosis by decreasing HSPA12B protein levels. Conversely, downregulating miR-134 reduced neuronal cell death and apoptosis by enhancing HSPA12B protein levels. Also, HSPA12B siRNA could block miR-134 inhibitor-mediated neuroprotection against OGD-induced neuronal cell injury in vitro. Taken together, miR-134 might influence neuronal cell survival against ischemic injury in primary cultured neuronal cells and mouse brain with ischemic stroke by negatively modulating HSPA12B protein expression in a posttranscriptional manner.",2014,Journal Article,Brain Res,W. Chi,"Department of Anesthesiology, Weifang Medical University, Weifang City 261053, Shangdong Province, PR China.
Department of Anesthesiology, Shandong University Affiliated Jinan City Central Hospital, Jinan 250013, PR China. Electronic address: mfj15318816233@163.com.
Department of Anesthesiology, Shandong University Affiliated Jinan City Central Hospital, Jinan 250013, PR China.
Department of Burn Surgery, Shandong University Affiliated Jinan City Central Hospital, Jinan 250013, PR China.
Department of Neurobiology and Beijing Institute for Brain Disorders, Capital Medical University, Beijing 100069, PR China.
Department of Neurobiology and Beijing Institute for Brain Disorders, Capital Medical University, Beijing 100069, PR China. Electronic address: junfali@ccmu.edu.cn.",Excluded,0
ebf3ab6f-6aa3-4113-9dfb-2ebe86f3744d,Brain barrier properties and cerebral blood flow in neonatal mice exposed to cerebral hypoxia-ischemia,"Insults to the developing brain often result in irreparable damage resulting in long-term deficits in motor and cognitive functions. The only treatment today for hypoxic-ischemic encephalopathy (HIE) in newborns is hypothermia, which has limited clinical benefit. We have studied changes to the blood-brain barriers (BBB) as well as regional cerebral blood flow (rCBF) in a neonatal model of HIE to further understand the underlying pathologic mechanisms. Nine-day old mice pups, brain roughly equivalent to the near-term human fetus, were subjected to hypoxia-ischemia. Hypoxia-ischemia increased BBB permeability to small and large molecules within hours after the insult, which normalized in the following days. The opening of the BBB was associated with changes to BBB protein expression whereas gene transcript levels were increased showing direct molecular damage to the BBB but also suggesting compensatory mechanisms. Brain pathology was closely related to reductions in rCBF during the hypoxia as well as the areas with compromised BBB showing that these are intimately linked. The transient opening of the BBB after the insult is likely to contribute to the pathology but at the same time provides an opportunity for therapeutics to better reach the infarcted areas in the brain.",2015,Journal Article,J Cereb Blood Flow Metab,C. J. Ek,"Department of Physiology, Institute for Neuroscience and Physiology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.
1] Department of Physiology, Institute for Neuroscience and Physiology, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden [2] Centre for the Developing Brain, Division of Imaging Sciences and Biomedical Engineering, King's College London, King's Health Partners, St. Thomas' Hospital, London, UK.
Spinal Cord Injury and Tissue Regeneration Center Salzburg, Department of Traumatology and Sport Injuries, Institute of Tendon and Bone Regeneration, Paracelsus Medical University, Salzburg, Austria; Austrian Cluster for Tissue Regeneration.
1] Centre for the Developing Brain, Division of Imaging Sciences and Biomedical Engineering, King's College London, King's Health Partners, St. Thomas' Hospital, London, UK [2] Departments of Obstetrics and Gynecology, Institute for Clinical Sciences, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden.",Excluded,0
ebfb0666-a033-4a9c-8bfb-11340cb5a16c,Experimental model of small subcortical infarcts in mice with long-lasting functional disabilities,"Small subcortical infarcts account for 25% of all ischemic strokes. Although once considered to be a small vessel disease with a favorable outcome, recent studies have reported relatively poor long-term prognoses following small subcortical infarcts. Limited pre-clinical modeling has hampered understanding of the etiology and development of treatments for this disease. Therefore, we attempted to develop a new experimental model of small subcortical infarcts in mice to investigate pathophysiological changes in the corticospinal tract and assess long-term behavioral performance. The vasoconstrictor peptide, endothlin-1 (ET-1), in combination with the nitric oxide synthase inhibitor, N(G)-nitro-l-arginine methyl ester (l-NAME), were injected into the internal capsule of mice. Histological and behavioral tests were performed 0-8 weeks after the injection. The ET-1/l-NAME injection resulted in severe neurological deficits that continued for up to 8 weeks. The loss of axons and myelin surrounded by reactive gliosis was identified in the region of the injection, in which the vasoconstriction of microvessels was also observed. Moreover, a tract-tracing study revealed an interruption in axonal flow at the internal capsule. The present model of small subcortical infarcts is unique and novel due to the reproduction of neurological deficits that continue for a long period, up to 8 weeks, as well as the use of mice as experimental animals. The reproducibility, simplicity, and easy adoptability make the present model highly appealing for use in further pre-clinical studies on small subcortical infarcts.",2015,Journal Article,Brain Res,H. Uchida,"Department of Neurosurgery, Tohoku University Graduate School of Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai 980-8574, Miyagi, Japan; Department of Anatomy and Anthropology, Tohoku University Graduate School of Medicine, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575, Japan. Electronic address: h.uchida0206@gmail.com.
Department of Neurosurgery, Tohoku University Graduate School of Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai 980-8574, Miyagi, Japan. Electronic address: sakata@nsg.med.tohoku.ac.jp.
Department of Neurosurgery, Tohoku University Graduate School of Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai 980-8574, Miyagi, Japan. Electronic address: fujimur@nsg.med.tohoku.ac.jp.
Department of Neurosurgery, Tohoku University Graduate School of Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai 980-8574, Miyagi, Japan. Electronic address: niizuma@nsg.med.tohoku.ac.jp.
Department of Anatomy and Anthropology, Tohoku University Graduate School of Medicine, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575, Japan. Electronic address: y-kushida@med.tohoku.ac.jp.
Department of Anatomy and Anthropology, Tohoku University Graduate School of Medicine, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575, Japan; Department of Stem Cell Biology and Histology, Tohoku University Graduate School of Medicine, 2-1 Seiryo-machi, Aoba-ku, Sendai, Miyagi 980-8575, Japan. Electronic address: mdezawa@med.tohoku.ac.jp.
Department of Neurosurgery, Tohoku University Graduate School of Medicine, 1-1 Seiryo-machi, Aoba-ku, Sendai 980-8574, Miyagi, Japan. Electronic address: tomi@nsg.med.tohoku.ac.jp.",Excluded,1
ec93802b-69d5-4b57-aa7a-13851f8cd72c,Analysis of microRNA expression detected by microarray of the cerebral cortex after hypoxic-ischemic brain injury,"Small and noncoding microRNAs (miRNAs) are known as key regulators of biological processes such as cell differentiation and tumor generation. They are also the important mediators of posttranscriptional gene silencing in both pathogenic and pathologic aspects of hypoxic-ischemic brain injury. miRNA microarray has been considered to be a high-throughput and precise analysis tool for detecting miRNA expression profiling, and it does greatly facilitate the research of the biological function of miRNAs. To investigate the changes of miRNA expression in cortex of neonatal rats with hypoxic-ischemic brain injury (HIBI) and the possible roles of miRNA in the pathogenesis of HIBI, we constructed the model of rat with HIBI and the cortex tissues were obtained 14 days after the HIBI operation. The large-scale miRNA microarrays and bioinformatics analysis were used to determine the differentially expressed miRNAs of HIBI rats compared with controls. Expression of 3 miRNAs (mir-429, mir-200b, and mir-182) was determined by quantitative real-time polymerase chain reaction. The results of miRNA expression profiles indicated that 5 miRNAs were up-regulated more than twice and 29 miRNAs were down-regulated more than twice compared with the normal control group. The results of the 3 miRNAs detected by quantitative real-time polymerase chain reaction were consistent with those detected by miRNA microarray. Hypoxic-ischemic brain injury rats have significant changes in miRNA expression, which demonstrated that miRNAs may play important roles in the pathogenesis of HIBI.",2013,Journal Article,J Craniofac Surg,H. Cui,"From the Beijing Friendship Hospital, Capital Medical University, Beijing 100050, People's Republic of China.",Excluded,0
eccd2e55-9f22-4ac3-846d-f12aaa4350bb,Imaging of VSOP labeled stem cells in agarose phantoms with susceptibility weighted and T2* weighted MR Imaging at 3T: determination of the detection limit,"OBJECTIVES: This study aimed to evaluate the detectability of stem cells labeled with very small iron oxide particles (VSOP) at 3T with susceptibility weighted (SWI) and T2* weighted imaging as a methodological basis for subsequent examinations in a large animal stroke model (sheep). MATERIALS AND METHODS: We examined ovine mesenchymal stem cells labeled with VSOP in agarose layer phantoms. The experiments were performed in 2 different groups, with quantities of 0-100,000 labeled cells per layer. 15 different SWI- and T2*-weighted sequences and 3 RF coils were used. All measurements were carried out on a clinical 3T MRI. Images of Group A were analyzed by four radiologists blinded for the number of cells, and rated for detectability according to a four-step scale. Images of Group B were subject to a ROI-based analysis of signal intensities. Signal deviations of more than the 0.95 confidence interval in cell containing layers as compared to the mean of the signal intensity of non cell bearing layers were considered significant. RESULTS: GROUP A: 500 or more labeled cells were judged as confidently visible when examined with a SWI-sequence with 0.15 mm slice thickness. Group B: 500 or more labeled cells showed a significant signal reduction in SWI sequences with a slice thickness of 0.25 mm. Slice thickness and cell number per layer had a significant influence on the amount of detected signal reduction. CONCLUSION: 500 VSOP labeled stem cells could be detected with SWI imaging at 3 Tesla using an experimental design suitable for large animal models.",2013,Journal Article,PLoS One,D. Lobsien,"Department of Neuroradiology, University Hospital Leipzig, Leipzig, Germany. donald.lobsien@medizin.uni-leipzig.de",Excluded,0
ed0ec649-0333-4bc1-881f-21d4fc8213ea,Amelioration of ischemic mitochondrial injury and Bax-dependent outer membrane permeabilization by Mdivi-1,"AIMS: Disturbance of the balance between mitochondrial fission and fusion has been implicated in cerebral ischemia and several neurodegenerative diseases, whereas the underlying mechanisms remain poorly understood. In the present study, we attempted to investigate the role of dynamin-related protein 1 (Drp1), a key mitochondrial fission protein, in the pathogenesis of cerebral ischemia. METHODS: Using Drp1 siRNA or Mdivi-1, a small molecule inhibitor of Drp1, we examined the effect of Drp1 knockdown or inhibition on oxygen-glucose deprivation (OGD)-induced mitochondrial dysfunction and death of SH-SY-5Y cells. Cell death and viability were evaluated with LDH and MTT assays, respectively, and mitochondrial morphology, mitochondrial membrane potential (Deltapsim), and ATP production were assessed using epifluorescence microscopy, flow cytometry, and HPLC, respectively. Moreover, to examine the effect of Drp1 inhibition on ischemic brain injury, middle cerebral artery occlusion (MCAO) mice were injected (i.p.) with Mdivi1, and blood-brain barrier permeability, brain water content, and cell apoptosis were assessed. RESULTS: Knockdown or inhibition of Drp1 by Mdivi-1 significantly attenuated OGD-induced cell death in SH-SY-5Y cells, associated with reduced morphological change of mitochondria and attenuated Bax insertion,oligomerization. Moreover, treatment of the MCAO mice with Mdivi-1 remarkably reduced the infarct volume and neurological deficits in a dose-dependent manner, associated with marked reduction of mitochondrial fragmentation and BAX expression. CONCLUSIONS: Down-regulation or inhibition of Drp1 may reduce cerebral ischemic damage through maintaining normal mitochondrial morphology and function, and decreasing Bax insertion and oligomerization in mitochondria.",2014,Journal Article,CNS Neurosci Ther,Y. X. Zhao,"Department of Neurology, The 10th People's Hospital, Tongji University, Shanghai, China.",Excluded,0
ee3096a7-64cd-4f4d-b218-1ec90aee1701,HSP27 protects the blood-brain barrier against ischemia-induced loss of integrity,"Loss of integrity of the blood-brain barrier (BBB) in stroke victims initiates a devastating cascade of events including extravasation of blood-borne molecules, water, and inflammatory cells deep into brain parenchyma. Thus, it is important to identify mechanisms by which BBB integrity can be maintained in the face of ischemic injury in experimental stroke. We previously demonstrated that the phylogenetically conserved small heat shock protein 27 (HSP27) protects against transient middle cerebral artery occlusion (tMCAO). Here we show that HSP27 transgenic overexpression also maintains the integrity of the BBB in mice subjected to tMCAO. Extravasation of endogenous IgG antibodies and exogenous FITC-albumin into the brain following tMCAO was reduced in transgenic mice, as was total brain water content. HSP27 overexpression abolished the appearance of TUNEL-positive profiles in microvessel walls. Transgenics also exhibited less loss of microvessel proteins following tMCAO. Notably, primary endothelial cell cultures were rescued from oxygen-glucose deprivation (OGD) by lentiviral HSP27 overexpression according to four viability assays, supporting a direct effect on this cell type. Finally, HSP27 overexpression reduced the appearance of neutrophils in the brain and inhibited the secretion of five cytokines. These findings reveal a novel role for HSP27 in attenuating ischemia/reperfusion injury - the maintenance of BBB integrity. Endogenous upregulation of HSP27 after ischemia in wild-type animals may exert similar protective functions and warrants further investigation. Exogenous enhancement of HSP27 by rational drug design may lead to future therapies against a host of injuries, including but not limited to a harmful breach in brain vasculature.",2013,Journal Article,CNS Neurol Disord Drug Targets,R. K. Leak,"Department of Neurology, S507 Biomedical Science Tower, University of Pittsburgh, Pittsburgh PA 15213, USA. chenj2@upmc.edu;yqgao@shmu.edu.cn.",Excluded,0
eea06714-3b1f-44d5-a001-4433885ecbe7,The ins and outs of the BCCAo model for chronic hypoperfusion: a multimodal and longitudinal MRI approach,"Cerebral hypoperfusion induced by bilateral common carotid artery occlusion (BCCAo) in rodents has been proposed as an experimental model of white matter damage and vascular dementia. However, the histopathological and behavioral alterations reported in this model are variable and a full characterization of the dynamic alterations is not available. Here we implemented a longitudinal multimodal magnetic resonance imaging (MRI) design, including time-of-flight angiography, high resolution T1-weighted images, T2 relaxometry mapping, diffusion tensor imaging, and cerebral blood flow measurements up to 12 weeks after BCCAo or sham-operation in Wistar rats. Changes in MRI were related to behavioral performance in executive function tasks and histopathological alterations in the same animals. MRI frequently (70%) showed various degrees of acute ischemic lesions, ranging from very small to large subcortical infarctions. Independently, delayed MRI changes were also apparent. The patterns of MRI alterations were related to either ischemic necrosis or gliosis. Progressive microstructural changes revealed by diffusion tensor imaging in white matter were confirmed by observation of myelinated fiber degeneration, including severe optic tract degeneration. The latter interfered with the visually cued learning paradigms used to test executive functions. Independently of brain damage, BCCAo induced progressive arteriogenesis in the vertebrobasilar tree, a process that was associated with blood flow recovery after 12 weeks. The structural alterations found in the basilar artery were compatible with compensatory adaptive changes driven by shear stress. In summary, BCCAo in rats induces specific signatures in multimodal MRI that are compatible with various types of histological lesion and with marked adaptive arteriogenesis.",2013,Journal Article,PLoS One,G. Soria,"Experimental 7T MRI Unit, Institut d'Investigacions Biomediques August Pi i Sunyer (IDIBAPS), Barcelona, Spain ; Department of Brain Ischemia and Neurodegeneration, Institut d'Investigacions Biomediques de Barcelona (IIBB), Consejo Superior de Investigaciones Cientificas (CSIC), Barcelona, Spain.",Excluded,1
ef45eae0-76a2-4ea1-8214-6d096b46918a,Systemic inflammation affects reperfusion following transient cerebral ischaemia,"Reperfusion after stroke is critical for improved patient survival and recovery and can be achieved clinically through pharmacological (recombinant tissue plasminogen activator) or physical (endovascular intervention) means. Yet these approaches remain confined to a small percentage of stroke patients, often with incomplete reperfusion, and therefore there is an urgent need to learn more about the mechanisms underlying the no-reflow phenomenon that prevents restoration of adequate microvascular perfusion. Recent evidence suggests systemic inflammation as an important contributor to no-reflow and to further investigate this here we inject interleukin 1 (IL-1) i.p. 30 min prior to an ischaemic challenge using a remote filament to occlude the middle cerebral artery (MCA) in mice. Before, during and after the injection of IL-1 and occlusion we use two-dimensional optical imaging spectroscopy to record the spatial and temporal dynamics of oxyhaemoglobin concentration in the cortical areas supplied by the MCA. Our results reveal that systemic inflammation significantly reduces oxyhaemoglobin reperfusion as early as 3h after filament removal compared to vehicle injected animals. CD41 immunohistochemistry shows a significant increase of hyper-coagulated platelets within the microvessels in the stroked cortex of the IL-1 group compared to vehicle. We also observed an increase of pathophysiological biomarkers of ischaemic damage including elevated microglial activation co-localized with interleukin 1alpha (IL-1alpha), increased blood brain barrier breakdown as shown by IgG infiltration and increased pyknotic morphological changes of cresyl violet stained neurons. These data confirm systemic inflammation as an underlying cause of no-reflow in the post-ischaemic brain and that appropriate anti-inflammatory approaches could be beneficial in treating ischaemic stroke.",2016,Journal Article,Exp Neurol,F. Burrows,"Faculty of Life Sciences, The University of Manchester, Stopford Building, Oxford Road, M13 9PT Manchester, UK.
Faculty of Life Sciences, The University of Manchester, Stopford Building, Oxford Road, M13 9PT Manchester, UK. Electronic address: i.schiessl@manchester.ac.uk.",Excluded,0
f003469c-5687-4e3c-b44e-44c958ca8b24,To Extinguish the Fire from Outside the Cell or to Shutdown the Gas Valve Inside? Novel Trends in Anti-Inflammatory Therapies,"Cytokines are the most important soluble mediators of inflammation. Rare pediatric diseases provided exemplar conditions to study the anti-inflammatory efficacy of new generation therapies (biologics/biopharmaceuticals) selectively targeting single cytokines. Monoclonal antibodies and recombinant proteins have revolutionized anti-inflammatory therapies in the last two decades, allowing the specific targeting of single cytokines. They are very effective in extinguishing inflammation from outside the cell, even with the risk of an excessive and prolonged immunosuppression. Small molecules can enter the cell and shutdown the valve of inflammation by directly targeting signal proteins involved in cytokine release or in response to cytokines. They are orally-administrable drugs whose dosage can be easily adjusted to obtain the desired anti-inflammatory effect. This could make these drugs more suitable for a wide range of diseases as stroke, gout, or neurological impairment, where inflammatory activation plays a pivotal role as trigger. Autoinflammatory diseases, which have previously put anti-cytokine proteins in the limelight, can again provide a valuable model to measure the real potential of small inhibitors as anti-inflammatory agents.",2015,Journal Article,Int J Mol Sci,A. Marcuzzi,"Department of Medicine, Surgery and Health Sciences, University of Trieste, Piazzale Europa 1, Trieste 34128, Italy. annalisa.marcuzzi@burlo.trieste.it.
Institute for Maternal and Child Health - IRCCS ""Burlo Garofolo"" - , via dell'Istria, 65/1, Trieste 34137, Italy. elisa.piscianz@gmail.com.
Institute for Maternal and Child Health - IRCCS ""Burlo Garofolo"" - , via dell'Istria, 65/1, Trieste 34137, Italy. erica.valencic@gmail.com.
Institute for Maternal and Child Health - IRCCS ""Burlo Garofolo"" - , via dell'Istria, 65/1, Trieste 34137, Italy. lorenzo.monasta@burlo.trieste.it.
Institute for Maternal and Child Health - IRCCS ""Burlo Garofolo"" - , via dell'Istria, 65/1, Trieste 34137, Italy. liza.vecchibrumatti@burlo.trieste.it.
Institute for Maternal and Child Health - IRCCS ""Burlo Garofolo"" - , via dell'Istria, 65/1, Trieste 34137, Italy. alberto.tommasini@burlo.trieste.it.",Excluded,0
f1b65d3f-3d73-4e08-af58-c43e19e7f9ca,Effects of high and low 17beta-estradiol doses on focal cerebral ischemia: negative results,"The reasons why some animal studies indicate that estrogens increase focal cerebral ischemic damage while others show estrogen-induced neuroprotection has hitherto not been fully elucidated. Recent evidence indicates that discrepancies in hormone administration paradigms, resulting in highly different serum hormone concentrations, may account for the dichotomy. The current study aimed to test this hypothesis. Sixty ovariectomized female rats were randomized into three groups differing in 17beta-estradiol regimens, and transient focal cerebral ischemia was subsequently induced. All animals were subjected to a small functional testing battery, and three days after MCAo they were sacrificed for infarct size assessment. Infarct sizes did not differ between groups, however clear discrepancies were seen in body weight and feeding behavior. In comparison to sham-operated animals, ovariectomized rats rapidly increased in body weight, whereas the opposite was seen in rats receiving 17beta-estradiol. The weight gain in the ovariectomized rats was paralleled by an increased food intake.",2013,Journal Article,Sci Rep,J. O. Strom,"Clinical Chemistry, Department of Clinical and Experimental Medicine, Faculty of Health Sciences, Linkoping University, Department of Clinical Chemistry, County Council of Ostergotland, Linkoping, Sweden.",Excluded,0
f2dbc97d-b7c3-4133-9ead-6fd8455c5007,A translational paradigm for the preclinical evaluation of the stroke neuroprotectant Tat-NR2B9c in gyrencephalic nonhuman primates,"Over decades, all attempts to translate acute stroke neuroprotectants from discovery in lower-order species to human clinical use have failed. This raised concerns about the predictive validity of preclinical studies in animals for outcomes in human stroke trials. To bridge this translational gap, we used high-order gyrencephalic nonhuman primates subjected to an experimental protocol that mimicked that of a corresponding, separately reported, clinical trial in which the human subjects underwent endovascular cerebral aneurysm repair. Both placebo-controlled studies tested neuroprotection by Tat-NR2B9c, a prospective therapeutic compound, in anesthetized subjects. Embolic strokes were produced by small intra-arterial emboli caused by the endovascular procedure. We show that primates treated with Tat-NR2B9c after the onset of embolic strokes exhibited significantly reduced numbers and volumes of strokes, as visualized by diffusion- and T2-weighted magnetic resonance imaging. These results correctly anticipated the outcome of the corresponding human trial, thus validating this study design as a predictor of neuroprotective efficacy in humans. This strategy may facilitate the evaluation of promising neuroprotectants before undertaking similar studies in human subjects.",2012,Journal Article,Sci Transl Med,D. J. Cook,"Toronto Western Hospital Research Institute, Department of Physiology, University of Toronto, Toronto, Ontario M5T 2S8, Canada.",Excluded,1
f3feb353-a0a1-403d-92c6-efb58d2a4168,Ultrastructural changes in cerebral capillary pericytes in aged Notch3 mutant transgenic mice,"Pericytes, the specialized vascular smooth muscle cells (VSMCs), play an important role in supporting and maintaining the structure of capillaries. Pericytes show biochemical and physiologic features similar to VSMC, usually containing smooth muscle actin fibers and rich endoplasm reticulum. Studies have indicated that degeneration of VSMCs due to Notch3 mutations is the cause of cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy (CADASIL). However, it remains unclear whether the Notch3 mutation also affects cerebral cortex capillary pericytes. In this ultrastructural morphologic study, the authors have observed pathological changes in the cerebral cortex capillary pericytes in aged mice that carry human mutant Notch3 genes. The number of abnormal pericytes in the cerebral cortex in Notch3 gene mutant mice was slightly increased when compared to an age-matched control group. Morphologically, the pericytes in the brains of Notch3 gene mutant mice showed more severe cellular injury, such as the presence of damaged mitochondria, secondary lysosomes, and large cytoplasmic vesicles. In addition, morphologic structures related to autophagy were also present in the pericytes of Notch3 gene mutant group. These ultrastructural morphologic alterations suggest that Notch3 mutation precipitates age-related pericytic degeneration that might result in cellular injury and trigger autophagic apoptosis. Microvascular dysfunction due to pericyte degeneration could initiate secondary neurodegenerative changes in brain parenchyma. These findings provide new insight into understanding the role of pericyte degeneration in the phathogenesis of CADASIL disease.",2012,Journal Article,Ultrastruct Pathol,X. Gu,"Department of Pathology, Louisiana State University Health Sciences Center, Shreveport, LA 71130-3932, USA. XGu@lsuhsc.edu",Excluded,0
